LineID,WordID,SyllableID,Syllable,Phonetic,RhymeGroup,IsRhyme,AlliterationSound,IsAlliteration,FoundInCMU,ArtistName,SongName
1,1,1,I,['AY1'],0,False,0,False,True,Big L,The Enemy
1,2,1,drive,"['D', 'R', 'AY1', 'V']",0,False,0,False,True,Big L,The Enemy
1,3,1,up,"['AH1', 'P']",0,False,0,False,True,Big L,The Enemy
1,4,1,and,"['AH0', 'N', 'D']",0,False,0,False,True,Big L,The Enemy
1,5,1,down,"['D', 'AW1', 'N']",0,False,0,False,True,Big L,The Enemy
1,6,1,Har,"['HH', 'AA1', 'R', 'L', 'AH0', 'M']",0,False,0,False,True,Big L,The Enemy
1,6,2,lem,"['HH', 'AA1', 'R', 'L', 'AH0', 'M']",0,False,0,False,True,Big L,The Enemy
1,7,1,blocks,"['B', 'L', 'AA1', 'K', 'S']",0,False,0,False,True,Big L,The Enemy
1,8,1,ice,icedout,0,False,0,False,False,Big L,The Enemy
1,8,2,dout,icedout,0,False,0,False,False,Big L,The Enemy
1,9,1,watch,"['W', 'AA1', 'CH']",0,False,0,False,True,Big L,The Enemy
2,1,1,Knots,"['N', 'AA1', 'T', 'S']",0,False,0,False,True,Big L,The Enemy
2,2,1,in,"['IH0', 'N']",0,False,0,False,True,Big L,The Enemy
2,3,1,my,"['M', 'AY1']",0,False,0,False,True,Big L,The Enemy
2,4,1,socks,"['S', 'AA1', 'K', 'S']",0,False,0,False,True,Big L,The Enemy
2,5,1,cops,"['K', 'AA1', 'P', 'S']",0,False,0,False,True,Big L,The Enemy
2,6,1,think,"['TH', 'IH1', 'NG', 'K']",0,False,0,False,True,Big L,The Enemy
2,7,1,I,['AY1'],0,False,0,False,True,Big L,The Enemy
2,8,1,'m,"['AH0', 'M']",0,False,0,False,True,Big L,The Enemy
2,9,1,selling,"['S', 'EH1', 'L', 'IH0', 'NG']",0,False,0,False,True,Big L,The Enemy
2,10,1,rocks,"['R', 'AA1', 'K', 'S']",0,False,0,False,True,Big L,The Enemy
3,1,1,Pulling,"['P', 'UH1', 'L', 'IH0', 'NG']",0,False,0,False,True,Big L,The Enemy
3,2,1,me,"['M', 'IY1']",0,False,0,False,True,Big L,The Enemy
3,3,1,over,"['OW1', 'V', 'ER0']",0,False,0,False,True,Big L,The Enemy
3,4,1,to,"['T', 'UW1']",0,False,0,False,True,Big L,The Enemy
3,5,1,see,"['S', 'IY1']",0,False,0,False,True,Big L,The Enemy
3,6,1,if,"['IH1', 'F']",0,False,0,False,True,Big L,The Enemy
3,7,1,I,['AY1'],0,False,0,False,True,Big L,The Enemy
3,8,1,'m,"['AH0', 'M']",0,False,0,False,True,Big L,The Enemy
3,9,1,drunk,"['D', 'R', 'AH1', 'NG', 'K']",0,False,0,False,True,Big L,The Enemy
3,10,1,but,"['B', 'AH1', 'T']",0,False,0,False,True,Big L,The Enemy
3,11,1,I,['AY1'],0,False,0,False,True,Big L,The Enemy
3,12,1,'m,"['AH0', 'M']",0,False,0,False,True,Big L,The Enemy
3,13,1,sober,"['S', 'OW1', 'B', 'ER0']",0,False,0,False,True,Big L,The Enemy
4,1,1,They,"['DH', 'EY1']",0,False,0,False,True,Big L,The Enemy
4,2,1,would,"['W', 'UH1', 'D']",0,False,0,False,True,Big L,The Enemy
4,3,1,n't,n't,0,False,0,False,False,Big L,The Enemy
4,4,1,fuck,"['F', 'AH1', 'K']",0,False,0,False,True,Big L,The Enemy
4,5,1,with,"['W', 'IH1', 'DH']",0,False,0,False,True,Big L,The Enemy
4,6,1,me,"['M', 'IY1']",0,False,0,False,True,Big L,The Enemy
4,7,1,if,"['IH1', 'F']",0,False,0,False,True,Big L,The Enemy
4,8,1,I,['AY1'],0,False,0,False,True,Big L,The Enemy
4,9,1,drove,"['D', 'R', 'OW1', 'V']",0,False,0,False,True,Big L,The Enemy
4,10,1,a,['AH0'],0,False,0,False,True,Big L,The Enemy
4,11,1,Nova,"['N', 'OW1', 'V', 'AH0']",0,False,0,False,True,Big L,The Enemy
5,1,1,Listen,"['L', 'IH1', 'S', 'AH0', 'N']",0,False,0,False,True,Big L,The Enemy
5,2,1,Columbo,"['K', 'OW2', 'L', 'AH1', 'M', 'B', 'OW0']",0,False,0,False,True,Big L,The Enemy
5,3,1,you,"['Y', 'UW1']",0,False,0,False,True,Big L,The Enemy
5,4,1,'re,'re,0,False,0,False,False,Big L,The Enemy
5,5,1,mad,"['M', 'AE1', 'D']",0,False,0,False,True,Big L,The Enemy
5,6,1,be,"['B', 'IH0', 'K', 'AO1', 'Z']",0,False,0,False,True,Big L,The Enemy
5,6,2,cause,"['B', 'IH0', 'K', 'AO1', 'Z']",0,False,0,False,True,Big L,The Enemy
5,7,1,your,"['Y', 'AO1', 'R']",0,False,0,False,True,Big L,The Enemy
5,8,1,money,"['M', 'AH1', 'N', 'IY0']",0,False,0,False,True,Big L,The Enemy
5,9,1,come,"['K', 'AH1', 'M']",0,False,0,False,True,Big L,The Enemy
5,10,1,slow,"['S', 'L', 'OW1']",0,False,0,False,True,Big L,The Enemy
6,1,1,And,"['AH0', 'N', 'D']",0,False,0,False,True,Big L,The Enemy
6,2,1,what,"['W', 'AH1', 'T']",0,False,0,False,True,Big L,The Enemy
